worms						Capitoli, R.R., M.L. Ruffino and C.M. Vooren. 1995. Alimentacão do Tubarão <i>Mustelus schmitti</i> springer na plataforma costeira do estado do Rio Grande do Sul, Brasil. Atlântica, Rio Grande 17:109-122.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Carpenter, K.E. and G.R. Allen. 1989. FAO Species Catalogue. Vol. 9. Emperor fishes and large-eye breams of the world (family Lethrinidae). An annotated and illustrated catalogue of lethrinid species known to date. FAO Fish. Synop. 125(9):118 p. Rome: FAO.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Carrasson, M. and J. Matallanas. 1990. Preliminary data about the feeding habits of some deep-sea Mediterranean fishes. J. Fish Biol. 36(3):461-463.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Carrassón, M., C. Stefanescu and J.E. Cartes. 1992. Diets and bathymetric distributions of two bathyal sharks of the Catalan deep sea (western Mediterranean). Mar. Ecol. Prog. Ser. 82:21-30.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Carr, W.E.S. and C.A. Adams. 1973. Food habits of juvenile marine fishes occupying seagrass beds in the estuarine zone near crystal river, Florida. Trans. Am. Fish. Soc. 102(3):511-540.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Cervancia, M. and M. Kottelat. 2007. <i>Cyclocheilichthys schoppeae</i>, a new species of freshwater fish (Teleostei: Cyprinidae) from northern Palawan, Philippines. Raffles Bull. Zool. 55(1):141-145.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Cervigón, F. 1993. Los peces marinos de Venezuela. Volume 2. Fundación Científica Los Roques, Caracas,Venezuela. 497 p.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Cervigón, F. 1994. Los peces marinos de Venezuela. Volume 3. Fundación Científica Los Roques, Caracas,Venezuela. 295 p.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Chacko, P.I. 1949. Food and feeding habits of the fishes of the Gulf of Manaar. Proc. Indian. Acad. Sci., 29(B):83-97.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Chakroun-Marzouk, N. and F. Kartas. 1987. Denture et regime alimentaire des espèces du genre <i>Pagrus</i> (Pisces, Sparidae) des côtes Tunisiennes. Cybium 11(1):3-19.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Chakroun, N. and M.H. Ktari. 1981. Diet of the Sciaenidae (Fishes Teleosteans) of the Tunis Bay. Bull. Inst. Natl. Sci. Tech. Oceanogr. Peche Salammbo. 8:69-80.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Chao, L.N. 1978. Sciaenidae. In W. Fischer (ed.) FAO species identification sheets for fishery purposes. West Atlantic (Fishing Area 31). Volume 4. FAO, Rome.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Chao, L.N. 1986. Sciaenidae. p. 865-874. In P.J.P. Whitehead, M.-L. Bauchot, J.-C. Hureau, J. Nielsen and E. Tortonese (eds.) Fishes of the north-eastern Atlantic and the Mediterranean. Volume 2. Unesco, Paris.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Chao, L.N. 1995. Sciaenidae. Corvinas, barbiches, bombaches, corvinatas, corvinetas, corvinillas, lambes, pescadillas, roncachos, verrugatos. p. 1427-1518. In W. Fischer, F. Krupp, W. Schneider, C. Sommer, K.E. Carpenter and V. Niem (eds.) Guia FAO para identificacion de especies para los fines de la pesca. Pacifico Centro-oriental. 3 volumes. 1813 p.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Chao, L.N. and E. Trewavas. 1981. Sciaenidae. In W. Fischer, G. Bianchi and W.B. Scott (eds.) FAO species identification sheets for fishery purposes. Eastern Central Atlantic (Fishing Areas 34, 47 (in part) Volume 3. FAO, Rome.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Chavance, P., A. Yañez-Arancibia, D. Flores-Hernández, A.L. Lara-Domínguez and F.A. Linares. 1986. Ecology, biology and population dynamics of <i>Archosargus rhomboidalis</i> (Pisces, Sparidae) in a tropical coastal lagoon system, southern Gulf of Mexico. An. Inst. Cienc. Mar Limnol. Univ. Nalc. Autón. Méx. 13(2):11-30.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Chaves, P. T. and S. C. Umbria. 2003. Changes in the diet composition of transitory fishes in coastal systems, estuary and continental shelf. Brazilian Archives of Biology and Technology 46(1):41-46.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Chaves, P.T.C. and A.L. Vendel. 1996. Aspectos da alimentação de <i>Genidens genidens</i> (Valenciennes) (Siluriformes, Ariidae) na Baía de Guaratuba, Paraná, Brazil. Revista Brasileira de Zoologia, 13(3):669-675.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Chaves, P.T.C. and A. Serenato. 1998. Diversidade de dietas na assembléia de linguados (Teleostei, Pleuronectiformes) do manguezal da Baía de Guaratuba, Paraná, Brasil. Brazil. J. Oceanogr. 46(1):61-68.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Chaves, P.T.C. and M.C. Robert. 2001. Nota complementar sobre os hábitos de <i>Gerres melanopterus</i> (Teleostei, Gerreidae) na Baía de Guaratuba, Paraná, Brasil (25°52'S, 48°39'W). Revista Brasileira de Zoologia, 18(1):255-259.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Chen, X., J.-H. Pan, Z. Liu and D. Liang. 1991. Barbinae. p. 136-167. In J.-H. Pan, L. Zhong, C.-Y. Zheng, H.-L. Wu and J.-H. Liu (eds.) The freshwater fishes of Guangdong Province. Guangdong Science and Technology Press, Guangzhou. 589 p.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Chilvers, R.M. and J.M. Gee. 1974. The food of <i>Bagrus docmac</i> (Forsk.)(Pisces:Siluriformes) and its relationship with <i>Haplochromis</i> Hilgendorf (Pisces: Cichlidae), in Lake Victoria, East Africa. J. Fish Biol. 6:483-505.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Chirichigno, N.F. 1974. Clave para identificar los peces marinos del Peru. Inf. Inst. Mar Perú (44):387 p.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Choat, J.H. and K.D. Clements. 1992. Diet in Odacid and Aplodactylid fishes from Australia and New Zealand. Aust. J. Mar. Freshwat. Res. 43(6):1451-1459.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Christensen, M.S. 1978. A note on the feeding preferences of <i>Clinus cottoides</i> (Pisces:Clinidae) in the Eastern Cape. S. Afr. J. Sci. 74:264-265.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Chung, D.S.L., P.K.L. Ng and D.H. Murphy. 1994. Preliminary studies of the feeding ecology of blackwater Belontiidae of North Selangor, Peninsular Malaysia. p. 76-86. Proc. 4th Indo-Pacific Fish Con. Bangkok, Thailand. Systematics and Evolution of Indo-Pacific Fishes. Faculty of Fisheries, Kasetart University.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Clark, E., M.J. Stoll, T.K. Alburn and R. Petzold. 2000. Mound-building and feeding behavior of the twostripe goby, <i>Valenciennea helsdingenii</i>, in the south Red Sea. Environ. Biol. Fish. 57:131-141.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Clarke, T.A. 1980. Diets of fourteen species of vertically migrating mesopelagic fishes in Hawaiian waters. Fish. Bull. 78(3):619-640.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Clark, M.R. 1985. Feeding relationships of seven fish species from the Campbell Plateau, New Zealand. N.Z. J. Mar. Freshwat. Res. 19(3):365-374.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Clemens, W.A. and G.V. Wilby. 1961. Fishes of the Pacific coast of Canada. 2nd ed. Fish. Res. Bd. Canada Bull. (68):443 p.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Clements, W.H. and R.J. Livingston. 1983. Overlap and pollution-induced variability in the feeding habits of filefish (Pisces: Monacanthidae) from Apalachee Bay, Florida. Copeia 1983(2):331-338.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Coad, B.W. 1995. Encyclopedia of Canadian fishes. Canadian Museum of Nature and Canadian Sportfishing Productions Inc. Singapore.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Coad, B.W. and J.D. Reist. 2004. Annotated list of the arctic marine fishes of Canada. Can. MS Rep. Fish Aquat. Sci. 2674:iv:+112 p.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Coates, D. 1992. Biology of <i>Oxyeleotris heterodon</i> and its major prey, <i>Ophieleotris aporos</i>, two floodplain sleepers (Pisces: Eleotrididae) of the Sepik River fishery, northern Papua New Guinea. Environ. Biol. Fish. 34(1):51-64.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Cohen, D.M. 1984. Argentinidae (including Microstomatidae). p. 386-391. In P.J.P. Whitehead, M.-L. Bauchot, J.-C. Hureau, J. Nielsen and E. Tortonese (eds.) Fishes of the north-eastern Atlantic and the Mediterranean, Volume 1. Unesco, Paris.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Cohen, D.M., A.W. Ebeling, T. Iwamoto, S.B. McDowell, N.B. Marshall, D.E. Rosen, P. Sonoda, W.H. Weed III and L.P. Woods. 1973. Fishes of the western North Atlantic. Part six. New Haven, Sears Found. Mar. Res., Yale Univ.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Cohen, D.M., T. Inada, T. Iwamoto and N. Scialabba. 1990. FAO species catalogue. Vol. 10. Gadiform fishes of the world (Order Gadiformes). An annotated and illustrated catalogue of cods, hakes, grenadiers and other gadiform fishes known to date. FAO Fish. Synop. 125(10). Rome: FAO. 442 p.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Coleman, N. and M. Mobley. 1984. Diets of commercially exploited fish from Bass Strait and adjacent Victorian waters, southeastern Australia. Aust. J. Mar. Freshwat. Res. 35(5):549-560.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Collette, B.B. 1984. Hemiramphidae. In W. Fischer and G. Bianchi (eds.) FAO species identification sheets for fishery purposes. Western Indian Ocean (Fishing Area 51), Volume 2. FAO, Rome.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Collette, B.B. and C.E. Nauen. 1983. FAO Species Catalogue. Vol. 2. Scombrids of the world. An annotated and illustrated catalogue of tunas, mackerels, bonitos and related species known to date. Rome: FAO. FAO Fish. Synop. 125(2):137 p.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Collette, B.B., M.A. Ali, K.E.F. Hokanson, M. Nagiec, S.A. Smirnov, J.E. Thorpe, A.H. Weatherly and J. Willemsen. 1977. Biology of the percids. J. Fish. Res. Board Can. 34(10):1891-1899.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Compagno, L.J.V. 1984. FAO Species Catalogue. Vol. 4. Sharks of the world. An annotated and illustrated catalogue of shark species known to date. Part 1 - Hexanchiformes to Lamniformes. FAO Fish. Synop. 125(4/1):1-249. Rome: FAO.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Compagno, L.J.V. 1984. FAO Species Catalogue. Vol. 4. Sharks of the world. An annotated and illustrated catalogue of shark species known to date. Part 2 - Carcharhiniformes. FAO Fish. Synop. 125(4/2):251-655. Rome: FAO.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Compagno, L.J.V. 1986. Dasyatidae. p. 135-142. In M.M. Smith and P.C. Heemstra (eds.) Smiths' sea fishes. Springer-Verlag, Berlin.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Compagno, L.J.V., D.A. Ebert and M.J. Smale. 1989. Guide to the sharks and rays of southern Africa. New Holland (Publ.) Ltd., London. 158 p.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Conlu, P.V. 1986. Guide to Philippine flora and fauna. Fishes. Volume IX. Natural Resources Management Center, Quezon City. 495 p.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Contente, R. F., M. F. Stefanoni and H. L. Spach. 2011. Feeding ecology of the Brazilian silverside <i>Atherinella brasiliensis</i> (Atherinopsidae) in a sub-tropical estuarine ecosystem. Journal of the Marine Biological Association of the United Kingdom 91(6):1197-1205.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Corbet, P.S. 1961. The food of non-cichlid fishes in the Lake Victoria Basin, with remarks on their evolution and adaptation to lacustrine conditions. Proc. Zool. Soc. Lond. 136:1-101.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Corrêa, C.E., P.T. Chaves and P.R.B. Guimarães. 2005. Biology of <i>Chirocentrodon bleekerianus</i> (Poey, 1867) (Clupeiformes: Pristigasteridae) in a continental shelf region of southern Brazil. Braz. Arch. Biol. Technol. 48(3):419-427.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Costa, F. 1991. Atlante dei pesci dei mari italiani. Gruppo Ugo Mursia Editore S.p.A. Milano, Italy. 438 p.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Costa, M.J. 1988. Écologie alimentaire des poissons de l'estuarie du Tage. Cybium 12(4):301-320.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Costa, T.L.M., A.L. Vasconcelos Filho and E.M.B.G. Viana. 1987. Aspectos gerais sobre a alimentação do cangulo, <i>Balistes vetula</i> Linnaeus, 1758 (Pisces, Balistidae), no estado de Pernambuco, Brasil. Revista Brasileira de Zoologia, 4(2):71-88.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Courtenay, W.R. and H.F. Sahlman. 1978. Pomadasyidae. In W. Fischer (ed.) FAO species identification sheets for fishery purposes. Western Central Atlantic (Fishing Area 31), Volume 4. FAO, Rome.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Cox, G. and M. Francis. 1997. Sharks and rays of New Zealand. Canterbury Univ. Press, Univ. of Canterbury. 68 p.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Creaser, E.P. and H.C. Perkins. 1994. The distribution, food, and age of juvenile bluefish, <i>Pomatomus saltatrix</i>, in Maine. Fish. Bull. 92:494-508.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Cross, J.N., J. Roney and G.S. Kleppel. 1985. Fish food habits along a pollution gradient. Calif. Fish and Game 71(1):28-39.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Cruz, V.H., L.A. Abitia, L. Campos and F. Galvan. 2000. Trophic biology contributions of the slender-spined catfish <i>Arius platypogon</i> (Günther, 1864), in San Ignacio Lagoon, Baja California Sur, Mexico. Rev. Biol. Mar. Oceanogr. 35(1):41-47.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Dadzie, S., F. Abou-Seedo and E. Al-Qattan. 2000. The food and feeding habits of the silver pomfret, <i>Pampus argenteus</i> (Euphrasen), in Kuwait waters. J. Appl. Ichthyol. 16:61-67.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Dalzell, P. 1989. The biology of surgeon fishes with particular emphasis on <i>Acanthurus nigricauda</i> and <i>A. xanthopterus</i> from northern Papua New Guinea. University of Newcastle Upon Tyne, England. 285 p. M.S. thesis.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
worms						Daniels, R.A. 1982. Feeding ecology of some fishes of the Antarctic Peninsula. Fish. Bull. 80(3):575-588.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
